integratio, -159.43132416745124, -164.00199738536045, P
brooklyn t, -70.67391121116998, -73.29308286459928, P
went store, -197.16404927350524, -204.77341675562218, P
get lot sl, -242.16696771484837, -246.78077882551517, P
the warns , -178.9049867352344, -174.47938243487067, N
when order, -152.32167512878323, -159.69832674330576, P
empty shel, -186.53648305321366, -188.59678287058688, P
please ple, -159.74272767730758, -161.23516184693185, P
my departm, -158.81935864897864, -163.03448040984236, P
this pande, -143.24970123057977, -137.8197289232307, N
separate t, -227.49737774555797, -225.3286994409784, N
gov advice, -164.76893811221896, -162.09225516398868, N
most frust, -166.80526368291044, -163.67791524041496, N
the i see , -151.63981220977493, -148.37173250327123, N
if preppin, -125.77515158923018, -123.42905315843045, N
no bread n, -150.06618338923033, -145.09076942160107, N
avoid onli, -70.08373804877813, -73.01873152222498, P
i see flu , -103.36122020780842, -99.04065245393707, N
emergency , -56.558774219616296, -56.55739144221572, N
my opinion, -233.35555943099308, -224.32113518028933, N
felt bit h, -191.42495534930202, -196.14096827455828, P
heartfelt , -158.7366364702417, -167.02053779671752, P
went super, -108.63653043034124, -105.31775816652521, N
it clear c, -140.91448290019156, -141.58354335514625, P
we hotline, -150.39592950389738, -152.22594131213202, P
seattle co, -103.27604713269724, -100.7468665125856, N
how consid, -130.3190434457361, -133.01302209326644, P
just b amp, -125.69537677272581, -123.56354922086085, N
please ple, -129.1267179593231, -130.76842166685043, P
if superma, -154.75696265093012, -154.47008404188088, N
just thoug, -182.5727772783865, -177.14260335956507, N
i love sun, -153.2049592576821, -151.22722283217308, N
watch clos, -178.54373626086593, -175.66027383861024, N
i back loc, -163.46112152359393, -163.17456360931726, N
craig call, -114.09292097133806, -111.54151587029605, N
we use lau, -33.33247100007653, -34.949486848859955, P
unusually , -171.3913292050589, -168.47516825026727, N
pandemic n, -149.59794829380624, -145.6406379483973, N
what criti, -201.92994263996056, -197.56770640101496, N
retailer a, -51.48598303847451, -51.37918403634713, N
if toilet , -67.33064196505393, -67.49343495290721, P
in respons, -178.26108093671593, -178.10643676549145, N
those eat , -230.791919976313, -230.0444685275916, N
don get wr, -88.05813248220532, -88.90355723369113, P
resident g, -108.4871311584881, -109.48925471734752, P
add item o, -88.37561051704573, -86.61005970021787, N
also gov b, -187.87613228537643, -189.51338965884557, P
this reall, -182.17227545141995, -182.57514919648466, P
third dest, -193.2656786320442, -185.31697994491563, N
remember o, -188.48016286800944, -189.73438447389734, P
grocery sh, -141.45489537852873, -144.41939845814537, P
when scien, -181.22001361458368, -181.23377767108215, P
people sta, -123.19915612597377, -120.80107059504881, N
hi everyon, -118.23680348058471, -113.05457616856047, N
this local, -92.32857850588732, -91.87826698680509, N
prepare pa, -118.45760130910104, -117.3211597293987, N
well fargo, -162.69644163305549, -176.9661407927143, P
shelf empt, -49.83854886452749, -46.76171784697115, N
while shop, -85.85627243094368, -89.63025024876328, P
our nebras, -183.981424149286, -183.22167386377006, N
trump add , -200.14460370327788, -195.90388386830335, N
here olly , -98.74638155136005, -100.37172512454003, P
for think , -153.65677806015032, -157.624664707192, P
people rus, -227.0229688024605, -229.43327420083938, P
the tp sec, -115.97855054849103, -118.17314769606996, P
why help b, -159.44757800921224, -163.00821308204573, P
amp commun, -171.5418554283402, -180.03715163708094, P
today i pi, -143.5090190444417, -146.13945827186456, P
how spread, -150.306258429416, -148.2950707376823, N
worried co, -62.97023743368008, -63.125124499644336, P
see empty , -160.3285798816428, -160.1324344311398, N
bless empl, -183.76648062269808, -194.75096161383098, P
i go groce, -43.8411885143333, -43.23940693065296, N
worry exce, -172.5378350462903, -177.75971791961405, P
food fly s, -180.5836050937927, -181.66181692980584, P
bank canad, -61.938683243856225, -60.58303571826852, N
psa dont b, -191.75198676473903, -192.34283371796673, P
anyone inf, -142.51877480588143, -136.1868478637603, N
in continu, -188.82011203046793, -197.5555503204376, P
so new hou, -144.0443626364267, -147.39626252708214, P
psa counte, -136.65388260647643, -137.4259787532625, P
went costc, -231.18583768378724, -231.9546946224369, P
pro tip al, -94.10359927964794, -98.55578907416648, P
minister h, -172.2429886501339, -164.64085350105853, N
she contin, -181.7972133400556, -181.76883168707832, N
wipe every, -78.68584665045508, -83.25404141466048, P
there mayb, -129.30491971226812, -127.24737810412591, N
govt under, -89.87393453423567, -89.20172346578447, N
i go shop , -164.98768004288215, -164.85724479662142, N
i saw play, -85.27616151624123, -90.07245866999013, P
on one han, -115.95236875852218, -116.33095609363679, P
the stir h, -153.57705713387716, -148.3130611131789, N
the chaos , -41.55354376941109, -39.45209663880027, N
for self i, -129.50815547585321, -129.02251424504183, N
affect onl, -170.91082706610197, -174.40691333902137, P
take outbr, -199.78350478673485, -201.25316394855028, P
people moa, -153.0428693920797, -148.99551981679105, N
walk super, -65.32553824279289, -66.23400376033841, P
out shop e, -165.08027706250587, -162.5545636234317, N
being neig, -212.9344830698622, -215.7079436474293, P
its funny , -151.0986154313179, -142.8716980725421, N
plan recon, -138.15945986478582, -138.63714234864477, P
american e, -156.5870554932473, -151.6196663053169, N
longer pro, -195.2640849142138, -189.34531051618077, N
go ahead s, -113.26533946443723, -121.36088788513126, P
anyone els, -204.87810821255084, -203.9235203305316, N
i live aus, -158.96018496717417, -159.7316171119326, P
canada pee, -121.99101071763036, -121.83927312598377, N
single han, -116.48092170779351, -119.8071669945557, P
dont buy t, -199.9448817228358, -198.32932775516937, N
in light c, -147.53189817675914, -148.95831316070095, P
their post, -156.03226817554022, -161.66903698881436, P
meanwhile , -117.16501176884007, -116.13685321867352, N
when go pu, -157.09954686715906, -163.28078434699214, P
time turmo, -70.67582299830002, -69.94957790005726, N
due covid , -93.17759581586303, -93.00259948336823, N
italy spai, -158.51691826677367, -160.63587306986528, P
our amazin, -183.35760967097485, -187.420293994806, P
did panic , -149.1417595021901, -151.20110825420738, P
the real r, -182.66053225496975, -174.4747260588471, N
all look l, -222.7985208396849, -217.03986028333907, N
i work foo, -156.79844547582314, -150.41957878245216, N
no ground , -131.92388043261371, -129.58349358078857, N
i even hol, -183.78619050239362, -183.32151980344452, N
skill high, -217.28909024589612, -222.95545518640196, P
airline pl, -132.6355734867918, -130.328650451391, N
for nation, -185.00480777873582, -176.93801698787138, N
coronaviru, -152.2226289849834, -156.66582389040593, P
for god sa, -136.06775011736207, -135.12513501028985, N
in case wo, -54.53846987052144, -52.761913051583086, N
there need, -84.65681100106298, -91.04674849253627, P
a pandemic, -131.8878491125659, -130.81918098864824, N
death star, -187.37084577127646, -182.82743748418326, N
we stuck c, -159.08377083868993, -162.95534264423242, P
so start w, -135.55293108656744, -131.5290067136247, N
i get peop, -138.35194606193508, -137.15418160538243, N
nothing de, -141.3995475891181, -140.30671899014277, N
public pro, -123.8567897439196, -118.31185168842909, N
the thing , -233.56620631684032, -222.66434837461074, N
lot people, -158.2575048246313, -157.06991431337573, N
demand for, -163.25140756834472, -163.86942769460043, P
thank god , -83.99000472549932, -85.80606927849867, P
i check su, -189.82432582992053, -193.43270027129327, P
panic i bu, -171.6452634478528, -169.4405323883322, N
seriously , -92.83148636067384, -92.29842524605009, N
so covid m, -237.86496507792506, -236.50503862657362, N
wa till cu, -164.92630914069983, -167.24258464068208, P
so wealthy, -125.7712936312226, -125.61109463098869, N
us consume, -168.0575558120495, -160.40238401887922, N
every cris, -147.66312346735057, -148.8766055364363, P
pop abyss , -167.7091340850333, -159.539338065885, N
if every r, -177.20034953777676, -176.26317008974675, N
most brand, -88.95795397313664, -91.6826455232441, P
update in , -178.34478610161352, -178.3067481385035, N
who need t, -164.36422981488334, -167.5491280835264, P
if want ge, -222.098775849559, -227.6186878141214, P
the fact g, -178.36009725303478, -179.92361160541904, P
stock forg, -82.20558530533512, -85.27147301369624, P
flu shot w, -145.04808982412234, -149.4378595113198, P
dear kind , -41.59203705796961, -43.59981209874691, P
we may foo, -134.99791297752714, -130.8894159948627, N
so ex co w, -181.07875148676277, -182.74177981083207, P
our food s, -177.21585917532676, -183.38509317290732, P
new sport , -128.14805238432413, -130.34264959148854, P
the first , -158.31261838520197, -157.26298792596967, N
i try find, -142.81617738616424, -141.64997135293842, N
please sto, -170.67475925688373, -173.3545214632834, P
company pr, -188.9628909867549, -195.48137251219887, P
after visi, -81.56231272586824, -83.67400388867166, P
the govern, -56.67334038045785, -54.12069105337527, N
if grocery, -77.92660327840508, -75.40368781356082, N
i usually , -182.338191073748, -185.33077912189324, P
grocery st, -121.9062941087798, -119.62027800252454, N
well inter, -117.90508086173905, -125.62771432945881, P
to anyone , -193.79170257039289, -186.6585875645375, N
it commitm, -126.21058183052202, -136.62764202297708, P
pls stock , -79.11722983542089, -75.81255529670923, N
as stock s, -141.75155095250935, -148.28679676578335, P
please spa, -153.72791008500434, -158.15985529928165, P
consumer a, -173.96189435338619, -177.88892508607043, P
after care, -154.12832652895233, -157.58521999670205, P
even witho, -167.7191341582117, -165.29153296551755, N
chance pre, -130.88702317049476, -132.7715632993971, P
everyone s, -124.85861080902023, -122.46417766989853, N
it show sp, -118.23604135479006, -121.83664029229595, P
when brand, -117.21497749333878, -116.24911934492458, N
everyone n, -185.05427634803286, -187.77141376855013, P
important , -154.35695059468628, -159.1406272557047, P
grocery st, -103.16393886015975, -100.34514011384138, N
an incredi, -196.58191555437472, -208.45210595202292, P
just stop , -87.52439020605466, -85.41265927341132, N
come home , -159.3260369409636, -159.05849598530645, N
source ucs, -195.97861899271075, -189.51177157117317, N
donnie tou, -59.89895023227046, -58.04786078885608, N
i love gov, -172.2472779282952, -178.48586912902869, P
stop covid, -123.90647923825375, -116.12426758031489, N
tip bagger, -180.36216254488428, -183.4828941161695, P
sadly true, -197.01660646062675, -194.26636252646074, N
covid prep, -82.08260903412594, -77.21217188265341, N
please lea, -206.35289140030304, -206.59019741588506, P
covid help, -46.74574405806834, -48.62498060831289, P
what do co, -104.27852994096409, -98.00857295496537, N
just head , -173.2651326684546, -172.973621641714, N
study show, -205.70348035774785, -212.05048431393763, P
breaking t, -115.5544136711195, -112.35705748654735, N
gas price , -102.58714028430802, -103.24976903005117, P
this would, -142.09797938708058, -140.4690743111267, N
onsite ind, -186.07029997475294, -183.3942700306074, N
for everyo, -154.32465508730152, -157.7462378908204, P
during tim, -48.10369084868722, -49.84930452925607, P
if feel we, -173.56528684260533, -178.5028686859625, P
you watch , -86.8271234859301, -89.12797505449423, P
panic buyi, -194.79590060348715, -186.52784379323035, N
be kind pa, -117.25087425108971, -116.41227752385386, N
nieuw woor, -125.14135997600759, -126.79719937065505, P
let hope s, -124.13895259513593, -122.2679382200756, N
increase u, -110.32971312729109, -111.19400274238386, P
this panel, -59.04962922218661, -61.219845978615176, P
everyone h, -159.00402636439415, -171.77611274068946, P
social dis, -48.37416560116908, -50.44794268533017, P
stock make, -226.00239406249023, -235.5696447020439, P
year old m, -168.38893027738985, -167.04666493011263, N
with empty, -141.34470474996485, -140.5230548898237, N
i run fami, -172.84493052421462, -171.42572175103834, N
fill fridg, -200.3037728505019, -208.68604114137608, P
please exp, -161.2211231105111, -157.30331377100728, N
i keep hea, -130.67516518584853, -133.8318686296673, P
hooray woo, -78.28049456288927, -80.25056627705237, P
precaution, -157.5141561528734, -156.34659213418186, N
ok i know , -190.21634925713707, -187.9228913620621, N
hopefully , -91.38470825535185, -92.98892355557071, P
gov aka bo, -204.57973589141403, -204.72210038528442, P
tip when c, -172.63477013057144, -172.80143982977648, P
we critica, -161.21923814454854, -160.89448221087045, N
i think sh, -160.3248858056621, -157.0587584474997, N
retail sto, -90.23337570120276, -91.9349023229956, P
donald tru, -191.38235997495477, -190.39041680640463, N
husband ge, -135.56872642963052, -133.13165322550728, N
have elder, -143.9296625463914, -143.1213934122607, N
stop misus, -240.07145884385125, -240.55922002922676, P
due fast m, -236.18719487748086, -227.65557966202823, N
please do , -175.14701682075753, -171.55364319758937, N
well i gue, -52.29626991421826, -56.55286278626565, P
reality ch, -180.19558443917592, -187.31986882382114, P
word day i, -172.91278092693148, -171.12493251530697, N
my year ol, -155.9180302100434, -150.4227748381678, N
i hear som, -91.10340052376428, -90.38432149750507, N
just local, -77.87319063194859, -79.09410243455848, P
egyptian r, -41.22118851946436, -42.54299212188776, P
experience, -202.19594118574497, -201.78243327803867, N
small remi, -179.5880274797053, -188.17024598951573, P
impact fal, -122.19896857499194, -120.46080273967534, N
with covid, -124.07395796771041, -120.20700366567453, N
yeah i see, -152.74724567211155, -150.75805093422122, N
have quest, -164.6536801028081, -165.41893215146428, P
let guess , -65.78063976228417, -63.61688861973665, N
and asshol, -75.50879688182826, -72.16323772270172, N
afford sto, -173.45308750864757, -167.51487677886908, N
amazon say, -154.91014460704113, -156.10934693465055, P
this time , -211.09273440320118, -216.24909920059682, P
absolutely, -161.2063322996558, -156.7980030174633, N
in current, -182.65782332395094, -181.08042881571433, N
after best, -49.687182836388466, -55.63854292339359, P
about head, -93.68580800138524, -92.19636221753416, N
thanks fac, -143.82149396889176, -143.71101930476456, N
totally ag, -163.81944819061536, -158.40360724326115, N
just thoug, -191.7526472464835, -190.57218562553012, N
every sing, -124.0536807970513, -128.63001613456714, P
co ro na c, -120.05895747360373, -119.35105321977554, N
please clo, -155.53210376803546, -157.2195733457289, P
attn beer , -182.24578365931612, -184.30393981495936, P
really swe, -147.5808582045729, -149.08294054016196, P
we notice , -161.18557979775795, -169.25410619924352, P
with consu, -183.89077229831088, -179.73545017409725, N
national s, -136.99618131061413, -133.7926527952086, N
lrt know c, -229.84833700597707, -229.5408949775566, N
i live alo, -147.20042303633423, -148.7249533789418, P
small town, -214.77879626033615, -216.3642408750547, P
covid get , -106.7840013726249, -105.319365184981, N
people sto, -121.9283388798839, -115.98023840959922, N
grocery re, -124.30415702537783, -124.75583000632008, P
want cance, -212.84260424664376, -213.98815013037577, P
i know ext, -154.1515706133606, -154.4784424283541, P
hey idiot , -86.64337506197295, -85.06679080626472, N
crazy plea, -153.25698512541962, -152.91397319664324, N
back rome , -191.76303947778155, -184.52044542271486, N
costco tri, -137.5485953104142, -132.91940926734364, N
as hit gha, -97.27325907701983, -96.04802691507906, N
it crazy k, -101.66612952003301, -100.53165737902142, N
went super, -145.08001795285836, -142.58702062224364, N
dear malay, -234.87597759512983, -234.36066274224964, N
fuel low p, -111.10773172636567, -104.96840569657098, N
stop you n, -101.43613521630755, -95.58440458696518, N
bitch eat , -61.98531663771388, -60.54901132937135, N
the canned, -133.95741490170943, -133.80954644601104, N
far climat, -208.18521755596328, -204.4975971396475, N
happen ste, -178.97796190388215, -187.19109573712382, P
pound cont, -180.62569290385852, -179.27897266052307, N
woolworth , -58.177103386725875, -56.85093781777214, N
while peop, -151.02742803225786, -151.0565863296518, P
just littl, -144.37740980844376, -140.07021825361926, N
the shorta, -155.361488505725, -154.5520670262804, N
after go g, -83.97857984798698, -84.12617918108411, P
buy food t, -120.30629092590193, -115.8136947822409, N
thank comm, -91.15309754324244, -91.75696771748876, P
commodity , -115.8573925984754, -110.95507630294804, N
switzerlan, -192.03039821316028, -197.49511989230916, P
the key me, -141.557048977772, -146.10772887123255, P
on differe, -187.61636029136898, -186.868421891326, N
just telly, -89.58960689165743, -88.69689574182257, N
the sad th, -71.33865366455947, -72.15746155177898, P
the woman , -129.3669744954348, -131.47728622167585, P
scar shop , -44.226466319633566, -44.00444737456823, N
me grocery, -191.10960217525528, -194.82083917643754, P
european a, -74.94965408652808, -73.05691519033577, N
grocery fo, -54.69291271017437, -53.12660943919482, N
still miss, -166.42877297226448, -159.93190063176704, N
shame sham, -151.02337646570422, -140.83271098181845, N
spread qui, -177.47588832268553, -186.42289457691626, P
unless upp, -176.09429540692747, -168.5643954761779, N
demand foo, -72.24010545227858, -70.45713662901292, N
dear leade, -110.20448177010574, -110.22396936814327, P
gdi need k, -157.2991165349796, -155.87419814585525, N
coronaviru, -47.79000106702437, -48.26676806763954, P
incredible, -188.71161105183802, -191.59229087488757, P
y toilet p, -86.29900875524724, -87.51883040199225, P
ontario ch, -157.50116162688738, -158.29297027296656, P
milan queu, -105.43168612413689, -105.54717695272738, P
way howeve, -39.4827651910625, -40.72655109367127, P
h e b prep, -193.38985851922644, -197.18091326703987, P
rap beat c, -223.20803049187867, -222.95323428266173, N
my mom cal, -141.4160746544374, -138.70002456851608, N
jesus chri, -90.6101128104577, -88.42684121276723, N
it seem mi, -177.7715305096396, -174.25021003274654, N
everyone c, -125.89821918189361, -124.21553020305839, N
stop panic, -176.67836996157268, -176.4675201247236, N
all availa, -64.0191835043126, -67.71167362294271, P
n the impa, -170.48957197475767, -170.77176109491276, P
retail gia, -55.92153992097424, -53.22682269007356, N
home shopp, -134.33485516414862, -134.9287537204633, P
when i wat, -172.54676444625994, -170.78766089725525, N
zimbabwean, -235.09579218203092, -236.7896397962092, P
in serious, -169.39751769899075, -175.3506608110488, P
went groce, -55.26326158068805, -53.806132252192356, N
if come re, -175.9829616349777, -173.6802198263076, N
at know lo, -167.9272364153741, -171.33729370833848, P
somebody s, -102.29952375695576, -108.21624612509913, P
strike man, -147.23425503270283, -146.86317461742527, N
covid prep, -82.08260903412594, -77.21217188265341, N
so foreign, -195.30537295126075, -186.7473793427987, N
mutual aid, -125.08225789813152, -125.82329359155487, P
with panic, -177.50859657637204, -177.60174058004105, P
these unce, -206.26132467958786, -206.51404833029477, P
if anyone , -182.44454934476684, -182.5857366650417, P
trump say , -211.03757747457752, -211.96747713962233, P
thank peop, -139.58523119613037, -141.33693425045362, P
stock pili, -149.52155270944527, -146.44912052252175, N
we dont en, -220.52286892445323, -221.32733193145526, P
this wake , -192.9381066291072, -190.1759724325549, N
we still o, -103.89943021516757, -108.43183697265987, P
with doom , -72.0835486035175, -68.89468901293782, N
which grou, -133.3789053276769, -129.56910944028834, N
psa be nic, -131.94849363476027, -132.41029366010562, P
be get cra, -134.65964258358193, -132.661454522167, N
chase sani, -223.39369441699333, -234.9552886897244, P
we might d, -41.0099670203027, -40.93873951941433, N
where coro, -114.16088888510805, -112.56034311838552, N
thanks vol, -92.39485326298558, -93.07123170106314, P
you mean c, -184.80414184105683, -183.37178260842697, N
heartbreak, -110.88919174064421, -112.01738813164437, P
here novel, -165.8973279955824, -164.20183116291724, N
why people, -156.5821447470996, -152.36717125046331, N
or buy gif, -145.78176525537222, -149.83417744838127, P
this scary, -109.87024937605173, -109.86021948203563, N
covid rly , -80.28428780393958, -78.5775128152389, N
you know g, -172.45776795060752, -174.78761011389716, P
me shoppin, -41.58060658769918, -42.2480284339506, P
fourth sup, -72.13405554773512, -69.86738442522326, N
try freak , -187.7528998288428, -184.27323663984782, N
if immedia, -154.01315211936446, -153.32882070452834, N
just leave, -168.18764227067797, -169.26196546896236, P
folk order, -126.33442283647334, -128.51287432446114, P
covid many, -107.47291908956849, -111.71348812183352, P
some facto, -145.13930631914624, -141.22154693112415, N
need medic, -143.0642280655337, -146.51501725485986, P
we demand , -136.9715240304536, -136.59674048390588, N
capitalist, -133.91260270378112, -130.45020990697887, N
i do get e, -92.80583493227164, -92.57364541301955, N
look store, -53.903063031610515, -53.89198862803904, N
hey everyo, -213.99898067414767, -211.85779065557026, N
which hope, -82.4233498335664, -82.4721902351627, P
i hear onl, -235.96847660430578, -241.84701530150176, P
if canadia, -151.13682414124494, -148.48678984418748, N
i think co, -188.58341364818773, -195.7305132057489, P
also fact , -207.38303303027908, -194.58009166474702, N
airline gr, -140.44417445323108, -136.5558582835665, N
jakarta de, -107.07546137382704, -103.29423943684893, N
out feel l, -48.14201732574395, -49.94034852079059, P
lvmh annou, -157.30661808229678, -165.02062704520347, P
wow bad co, -159.5765730666627, -166.0332947915821, P
psa just w, -149.8501768617039, -148.3957047673732, N
online sho, -64.20325742136714, -69.15813339063841, P
demand it , -127.65245287103595, -133.32345211494274, P
hot take b, -119.36003288755923, -120.08232399454799, P
respond pa, -188.06579856261385, -183.40054617960263, N
now hiring, -137.5386638876284, -133.99879341075646, N
about camp, -74.38549725394239, -74.13234554016142, N
oregon che, -212.2944192519932, -216.59392598585097, P
ok i ready, -34.95280390121537, -36.64834575037995, P
volta ton , -129.9672398699537, -139.46797035569526, P
get four n, -120.03023177362502, -118.12118015148779, N
if ban pub, -135.24187428704548, -135.5861960933027, P
psa you tw, -157.4582306335157, -161.28737442457253, P
to paraphr, -79.08783789552845, -76.42136156519955, N
beware cou, -109.35266773972691, -103.1087625344095, N
supermarke, -44.29956200493475, -43.818977942027544, N
people mak, -177.54654380030476, -177.2471593646879, N
next deliv, -80.3988543231694, -81.73102432733735, P
just think, -123.08921071716202, -121.78116471853092, N
icymi in m, -112.68348546030877, -113.94241884319058, P
store sell, -58.77687614980714, -58.592999964261416, N
grocery st, -94.98681160983847, -93.37815147825819, N
food secti, -134.47208985754216, -136.05816085585224, P
please pan, -119.68407716982377, -115.38622259496861, N
i know i s, -88.93747879992321, -85.15103922129748, N
i still tr, -232.38309270276793, -225.29962179008874, N
people pan, -124.88667940653013, -121.65840769433639, N
holy covid, -164.74447090315607, -161.7382287758612, N
with schoo, -207.89395928420947, -213.0195783114824, P
i go groce, -105.75250178194192, -111.20060019002305, P
in time li, -179.61936036346754, -181.41898583332596, P
fuck liar , -198.30810231351265, -192.12486895209167, N
guy know d, -136.76166888489698, -137.11749421216481, P
our online, -152.3991875496687, -153.78387774692425, P
covid do p, -195.82536275927868, -193.6147329408139, N
low oil pr, -195.78831449545999, -182.40912037998737, N
day wynne , -124.22552072980581, -121.15700963644451, N
check i fi, -103.03718242064006, -105.98173282466325, P
the glb re, -190.2378077366305, -197.05317384817104, P
remember m, -293.01770656851625, -278.7157621213568, N
how thing , -209.25288577798307, -212.55840131228868, P
welp i gue, -129.53711492100336, -136.0750203570596, P
i cut roll, -140.7017106990811, -137.49335310630306, N
its kcmo s, -188.74394412474683, -189.14253942052468, P
can start , -214.47245197631864, -214.78982422204484, P
plan ahead, -175.4059991522235, -180.5766283843795, P
regina foo, -68.88010591887186, -66.99477668903107, N
the extrao, -115.01128908130823, -121.23633015058763, P
please tak, -182.18555349009486, -182.64754176477703, P
stop attac, -194.99292447141508, -187.73037554777827, N
in light p, -202.6471376710269, -202.05055601004833, N
shop sell , -91.4810522101979, -86.86424318162186, N
during bub, -76.68706285771303, -78.38066344099441, P
supermarke, -104.20297603967597, -100.9745993718144, N
that grim , -70.30705484808082, -67.21454035106336, N
urgent woo, -76.6854907558574, -76.8432486817863, P
imagine go, -204.65787509650934, -207.14091635259916, P
neighbor m, -148.62483906211588, -152.83681158782971, P
covid upda, -95.47657162494745, -97.66950674441172, P
so happy s, -56.06168683778663, -58.865352105612835, P
be mean wo, -83.3086385561392, -79.62365934019917, N
comedy sho, -66.57159162810697, -68.31881907405375, P
been one e, -195.85081586118375, -192.63318133164765, N
when facem, -124.211644970798, -127.55955229908389, P
this selfi, -82.47743497915127, -79.706244223122, N
stock mark, -114.94570497728316, -113.90801943483906, N
just pass , -137.8602515554437, -139.8947677232915, P
outbreak a, -67.62421474850926, -67.1488427211622, N
gee i reme, -136.78415841718376, -139.16984457099494, P
my big wor, -199.43013341349783, -199.87247023402963, P
wow time c, -190.39494052941535, -193.29325556895355, P
the only r, -102.16199543754317, -103.34139957990725, P
just opini, -85.60355399062527, -87.54963037226993, P
right go s, -128.65670423659958, -126.23262764047578, N
nah fr fr , -61.978815221502714, -62.48823402580243, P
demand foo, -57.95753180292534, -57.1303377936902, N
i take pic, -72.19359199769531, -70.63189675894874, N
if medium , -106.02859751838521, -102.44969443595917, N
great pric, -56.34392341342711, -57.08254401916481, P
please ask, -188.38340073303377, -190.76258440409225, P
i asthma d, -218.86150409361957, -210.67570956142086, N
keep eye b, -158.386975297186, -161.21112584516024, P
if one buy, -130.91718291804565, -128.034411069864, N
it seem sp, -170.22427584411358, -168.6504750956129, N
covid pand, -245.72899633845535, -244.9079652935777, N
with much , -117.23567552756153, -118.84551962775292, P
this beach, -223.80047482964397, -229.65596487116449, P
metro mani, -189.8945278900213, -185.42856242587203, N
off sitewi, -119.8248379884752, -123.93595576470668, P
this great, -96.03928463131014, -98.30518516511329, P
it annoy l, -230.46272580251056, -223.3067904135568, N
read post , -82.64983247037775, -80.7412096962095, N
washington, -86.8807623011398, -78.14741821751134, N
nothing sa, -120.02893075862181, -120.3397066835761, P
the first , -166.1350291228727, -163.91532711490007, N
imagine fi, -193.4647977541407, -190.45649185404505, N
twitter fe, -197.52481205801215, -193.68399039913547, N
due look l, -48.972645140466604, -51.344738295523065, P
